BOX,PHASE,SUPPLIER,WAREHOUSE_STATUS,DATE,REMARKS,WAREHOUSE_UTILITY,METER NO.,METER MFG,IME,FINAL SIM,IMSI,IP,MFG_SERIAL_NUM,UDC_ID,NETWORK_ID,STATUS,"DECODE(D.ORG_ID,52,'SBPDCL',102,'NBPDCL')"
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0213592,LNTLT0213592,869810055280533,8991856050706369199,405856706369199,2405:0203:0523:1AA9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0432213,LNTLT0432213,865681061691201,8991856050706502204,405856706497204,2405:0203:0526:A690:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0919459,LNTLT0919459,861557061092737,8991856040707108696,405856707653691,2405:0203:052F:2744:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0150308,LNTLT0150308,861190057139823,8991856050706311679,405856706311679,2405:0203:0522:6189:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0169061,LNTLT0169061,861190056096040,8991856050706079879,405856706079879,2405:0203:0522:B0B2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0170927,LNTLT0170927,861190056110726,8991856050706076186,405856706076186,2405:0203:0522:B7FC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0170195,LNTLT0170195,861190057048537,8991856050706144837,405856706144837,2405:0203:0522:B520:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0168665,LNTLT0168665,861190056147678,8991856050706096576,405856706096576,2405:0203:0522:AF26:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0170282,LNTLT0170282,861190056095893,8991856050706077916,405856706077916,2405:0203:0522:B577:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0146991,LNTLT0146991,861190057443480,8991856050706314704,405856706314704,2405:0203:0522:5494:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0170105,LNTLT0170105,861190057259779,8991856050706075658,405856706075658,2405:0203:0522:B4C6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0150307,LNTLT0150307,861190057398031,8991856050706311607,405856706311607,2405:0203:0522:6188:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0076259,LNTLT0076259,866545058003200,8991856050706287071,405856706287071,2405:0203:0521:12D9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0986798,LNTLT0986798,868886067714587,8991856040706467897,405856707012906,2405:0203:0530:2094:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0722278,LNTLT0722278,860953069263837,8991856040706578248,405856707123257,2405:0203:052C:FCE3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0977784,LNTLT0977784,861557061362106,8991856040707100481,405856707645476,2405:0203:0530:B5E1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0602036,LNTLT0602036,861557061048457,8991856040706138216,405856706683238,2405:0203:0529:EA3C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0625399,LNTLT0625399,861557061345556,8991856040706141366,405856706686388,2405:0203:052A:1E40:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0626105,LNTLT0626105,861557061299647,8991856040706141543,405856706686565,2405:0203:052A:2102:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0624349,LNTLT0624349,860953060259669,8991856040706128066,405856706673088,2405:0203:052A:1A26:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0626543,LNTLT0626543,861557061113020,8991856040706127639,405856706672661,2405:0203:052A:22B8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0241025,LNTLT0241025,869810056173372,8991856050706354412,405856706354412,2405:0203:0523:DF0D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0324312,LNTLT0324312,869810058698095,8991856050706424917,405856706419917,2405:0203:0525:98BA:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0241448,LNTLT0241448,869810055865903,8991856050706352671,405856706352671,2405:0203:0523:E0B4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0241281,LNTLT0241281,869810051193128,8991856050706354210,405856706354210,2405:0203:0523:E00D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0326040,LNTLT0326040,865681062858064,8991856050706423616,405856706418616,2405:0203:0525:9F7A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0392991,LNTLT0392991,865575067109061,8991856040706261397,405856706806406,2405:0203:0526:231E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0312269,LNTLT0312269,861557061300817,8991856050706407246,405856706407246,2405:0203:0524:E97E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-23,NOT MAP IN HES,NBPDCL,LT0324969,LNTLT0324969,861557061113806,8991856050706487032,405856706482032,2405:0203:0525:9B4B:0000:0000:0000:0010,,,,,
MS0805(PLD),1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0249091,LNTLT0249091,869810055923595,8991856050706476412,405856706471412,2405:0203:0523:FE8F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0263581,LNTLT0263581,869810058866981,8991856050706392521,405856706392521,2405:0203:0524:4AB2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0287796,LNTLT0287796,869810055966826,8991856050706454948,405856706449948,2405:0203:0525:1D21:0000:0000:0000:0010,,,,,
MS0795(PLD),1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0290951,LNTLT0290951,869810055395034,8991856050706384127,405856706384127,2405:0203:0525:2974:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0299170,LNTLT0299170,869810059188880,8991856050706380556,405856706380556,2405:0203:0524:6C90:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0341390,LNTLT0341390,869810051106674,8991856050706379701,405856706379701,2405:0203:0525:79C8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0386827,LNTLT0386827,869810058679756,8991856040706328318,405856706873327,2405:0203:0526:0B0A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0395990,LNTLT0395990,869810058809668,8991856040706359340,405856706904349,2405:0203:0526:2ED5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0406793,LNTLT0406793,865681061649332,8991856050706546186,405856706541186,2405:0203:0526:60C2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0407911,LNTLT0407911,865681060211811,8991856050706501419,405856706496419,2405:0203:0526:6520:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0409064,LNTLT0409064,865681060088581,8991856050706548676,405856706543676,2405:0203:0526:69A1:0000:0000:0000:0010,,,,,
MS0795(PLD),1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0411160,LNTLT0411160,865681062374948,8991856050706534791,405856706529791,2405:0203:0526:71D1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0438576,LNTLT0438576,865681060941144,8991856040706312705,405856706857714,2405:0203:0526:7AC4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0423035,LNTLT0423035,865681060097228,8991856050706500200,405856706495200,2405:0203:0526:FE59:0000:0000:0000:0010,,,,,
MS0795(PLD),1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0424165,LNTLT0424165,869810058663024,8991856050706516480,405856706511480,2405:0203:0527:02C3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0444535,LNTLT0444535,865681061812245,8991856040706077833,405856706622855,2405:0203:0527:1772:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0498762,LNTLT0498762,865681061877560,8991856050706539764,405856706534764,2405:0203:0528:1B25:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0498882,LNTLT0498882,865681061241171,8991856040706203673,405856706748682,2405:0203:0528:1B9D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0457433,LNTLT0457433,865681061846318,8991856040706320198,405856706865207,2405:0203:0527:7118:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0503371,LNTLT0503371,865681061379633,8991856040706422039,405856706967048,2405:0203:0527:99AB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0503372,LNTLT0503372,865681062475208,8991856040706424963,405856706969972,2405:0203:0527:99AC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0503374,LNTLT0503374,865681061077922,8991856040706424777,405856706969786,2405:0203:0527:99AE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0550250,LNTLT0550250,865681067082827,8991856040706394558,405856706939567,2405:0203:0529:6E87:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0561572,LNTLT0561572,865681062877676,8991856040706395980,405856706940989,2405:0203:0529:30F0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0571488,LNTLT0571488,865681062842225,8991856040706036800,405856706581822,2405:0203:0529:869A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0591366,LNTLT0591366,865681061155967,8991856040706235725,405856706780735,2405:0203:0529:56CE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0591370,LNTLT0591370,865681061525565,8991856040706235731,405856706780741,2405:0203:0529:56D2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0683907,LNTLT0683907,865681069549328,8991856040706280937,405856706825946,2405:0203:052B:4773:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0692618,LNTLT0692618,860953069104882,8991856040706045862,405856706590884,2405:0203:052B:697C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0699886,LNTLT0699886,860953069008513,8991856040706565431,405856707110440,2405:0203:052B:8E10:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0740817,LNTLT0740817,868886060782698,8991856040706698725,405856707243733,2405:0203:052C:06E3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0924700,LNTLT0924700,868886065489182,8991856040706851103,405856707396106,2405:0203:052F:3BBD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0124846,LNTLT0124846,861190056030775,8991856050706057846,405856706057846,2405:0203:0522:07E3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0146994,LNTLT0146994,861190057274430,8991856050706314729,405856706314729,2405:0203:0522:5497:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0712153,LNTLT0712153,861557061029879,8991856040706450149,405856706995158,2405:0203:052B:BDFB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0721774,LNTLT0721774,861557061099674,8991856040706610883,405856707155892,2405:0203:052C:FAEB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0461238,LNTLT0461238,860953069128063,8991856040706226331,405856706771340,2405:0203:0527:7FF5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0626486,LNTLT0626486,861557061297534,8991856040706128959,405856706673981,2405:0203:052A:227F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0601624,LNTLT0601624,861557061345549,8991856040706136572,405856706681594,2405:0203:0529:E8A0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0601981,LNTLT0601981,865681061359999,8991856040706172224,405856706717245,2405:0203:0529:EA05:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0602176,LNTLT0602176,861557061362288,8991856040706138119,405856706683141,2405:0203:0529:EAC8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0250935,LNTLT0250935,869810058389083,8991856050706475345,405856706470345,2405:0203:0524:05C3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0322987,LNTLT0322987,861089054262614,8991856050706420103,405856706415103,2405:0203:0525:938D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0395512,LNTLT0395512,869810059126104,8991856040706359808,405856706904817,2405:0203:0526:2CF7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0392887,LNTLT0392887,865681060045144,8991856040706261217,405856706806226,2405:0203:0526:22B6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0170088,LNTLT0170088,861190057231877,8991856050706144877,405856706144877,2405:0203:0522:B4B5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0169147,LNTLT0169147,861190057466689,8991856050706079768,405856706079768,2405:0203:0522:B108:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0168044,LNTLT0168044,861190057062496,8991856050706144996,405856706144996,2405:0203:0522:ACB9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0168982,LNTLT0168982,861190057103324,8991856050706077699,405856706077699,2405:0203:0522:B063:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0241022,LNTLT0241022,869810055573804,8991856050706354411,405856706354411,2405:0203:0523:DF0A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0241233,LNTLT0241233,869810055446076,8991856050706352594,405856706352594,2405:0203:0523:DFDD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0324970,LNTLT0324970,861557061056369,8991856050706471015,405856706466015,2405:0203:0525:9B4C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0295830,LNTLT0295830,861557061096316,8991856050706383684,405856706383684,2405:0203:0524:D057:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0338354,LNTLT0338354,869810055935755,8991856050706499459,405856706494459,2405:0203:0525:46DC:0000:0000:0000:0010,,,,,
KK8,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0092020,LNTLT0092020,866545057973486,8991856050706284975,405856706284975,2405:0203:0521:506A:0000:0000:0000:0010,,,,,
KK8,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0745218,LNTLT0745218,860953068966257,8991856040706686955,405856707231963,2405:0203:052C:1814:0000:0000:0000:0010,,,,,
KK8,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0636401,LNTLT0636401,860953060154159,8991856040706307597,405856706852606,2405:0203:052A:866A:0000:0000:0000:0010,,,,,
KK11,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0123343,LNTLT0123343,861190055996166,8991856050706110655,405856706110655,2405:0203:0522:0204:0000:0000:0000:0010,,,,,
kk17,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0468258,LNTLT0468258,865681061919636,8991856040706194850,405856706739859,2405:0203:0528:4106:0000:0000:0000:0010,,,,,
kk22,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0879378,LNTLT0879378,860953064582991,8991856040706557939,405856707102948,2405:0203:052E:56FA:0000:0000:0000:0010,,,,,
kk40,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0042891,LNTLT0042891,861089054273801,8991856050706204608,405856706204608,2405:0203:0520:9F9A:0000:0000:0000:0010,,,,,
kk56,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0467071,LNTLT0467071,865681060933828,8991856040706243679,405856706788689,2405:0203:0528:3C63:0000:0000:0000:0010,,,,,
kk60,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0875266,LNTLT0875266,868886064648903,8991856040706600054,405856707145063,2405:0203:052E:46EA:0000:0000:0000:0010,,,,,
kk68,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0731449,LNTLT0731449,860953069171741,8991856040706642415,405856707187415,2405:0203:052B:E24B:0000:0000:0000:0010,,,,,
kk77,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0875108,LNTLT0875108,860953066011866,8991856040706602151,405856707147160,2405:0203:052E:464C:0000:0000:0000:0010,,,,,
kk80,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0961852,LNTLT0961852,868886067628027,8991856040706835769,405856707380772,2405:0203:052F:E663:0000:0000:0000:0010,,,,,
kk88,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0669212,LNTLT0669212,865681069940642,8991856040706267446,405856706812466,2405:0203:052B:0E0C:0000:0000:0000:0010,,,,,
kk112,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0417267,LNTLT0417267,869810058359359,8991856050706522211,405856706517211,2405:0203:0526:C490:0000:0000:0000:0010,,,,,
kk113,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0471020,LNTLT0471020,865681061038478,8991856040706004009,405856706549031,2405:0203:0528:4BD0:0000:0000:0000:0010,,,,,
kk116,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0467104,LNTLT0467104,865681061755238,8991856040706243682,405856706788692,2405:0203:0528:3C84:0000:0000:0000:0010,,,,,
kk118,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0194404,LNTLT0194404,869810051571737,8991856050706304864,405856706304864,2405:0203:0523:92B7:0000:0000:0000:0010,,,,,
kk121,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT1015740,LNTLT1015740,868886068453003,8991856040707119446,405856707664441,2405:0203:0530:7E01:0000:0000:0000:0010,,,,,
kk121,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0193324,LNTLT0193324,869810051522508,8991856050706346979,405856706346979,2405:0203:0523:8E7F:0000:0000:0000:0010,,,,,
kk122,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0747816,LNTLT0747816,860953068841328,8991856040706688871,405856707233879,2405:0203:052C:223A:0000:0000:0000:0010,,,,,
kk131,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0727632,LNTLT0727632,860953069117041,8991856040706641917,405856707186917,2405:0203:052D:11CD:0000:0000:0000:0010,,,,,
kk135,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0468001,LNTLT0468001,865681061465812,8991856040706004888,405856706549910,2405:0203:0528:4005:0000:0000:0000:0010,,,,,
kk142,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0418483,LNTLT0418483,869810058699978,8991856050706523460,405856706518460,2405:0203:0526:C950:0000:0000:0000:0010,,,,,
kk144,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0730690,LNTLT0730690,860953069578507,8991856040706614430,405856707159439,2405:0203:052B:DF54:0000:0000:0000:0010,,,,,
kk149,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0633956,LNTLT0633956,860953060687851,8991856040706182031,405856706727040,2405:0203:052A:7CDD:0000:0000:0000:0010,,,,,
PL 10,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0729720,LNTLT0729720,868886060739607,8991856040706576104,405856707121113,2405:0203:052B:DB8A:0000:0000:0000:0010,,,,,
PL 11,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0983594,LNTLT0983594,868886065536149,8991856040706757632,405856707302635,2405:0203:0530:CC93:0000:0000:0000:0010,,,,,
PL 22,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0471681,LNTLT0471681,865681061205754,8991856040706193629,405856706738638,2405:0203:0528:4E65:0000:0000:0000:0010,,,,,
PL 23,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0251334,LNTLT0251334,869810059273070,8991856050706476081,405856706471081,2405:0203:0524:0752:0000:0000:0000:0010,,,,,
PL 23,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0635966,LNTLT0635966,860953060695474,8991856040706216015,405856706761024,2405:0203:052A:84B7:0000:0000:0000:0010,,,,,
PL 26,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0292775,LNTLT0292775,861089058910630,8991856050706454124,405856706449124,2405:0203:0524:C468:0000:0000:0000:0010,,,,,
PL 33,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0390060,LNTLT0390060,865681060054880,8991856040706327059,405856706872068,2405:0203:0526:17AB:0000:0000:0000:0010,,,,,
PL 41,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0437283,LNTLT0437283,865681060086346,8991856040706314862,405856706859871,2405:0203:0526:75B7:0000:0000:0000:0010,,,,,
PL 46,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0094182,LNTLT0094182,869810050505181,8991856050706281831,405856706281831,2405:0203:0521:7C24:0000:0000:0000:0010,,,,,
PL 52,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0123053,LNTLT0123053,861190056070680,8991856050706056635,405856706056635,2405:0203:0522:00E2:0000:0000:0000:0010,,,,,
PL 66,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0251872,LNTLT0251872,869810058748338,8991856050706478353,405856706473353,2405:0203:0524:096C:0000:0000:0000:0010,,,,,
PL 68,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0458546,LNTLT0458546,865681061192556,8991856040706228007,405856706773017,2405:0203:0527:7571:0000:0000:0000:0010,,,,,
PL 72,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0953580,LNTLT0953580,868886065478748,8991856040706499317,405856707044326,2405:0203:052F:C613:0000:0000:0000:0010,,,,,
PL 78,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0534674,LNTLT0534674,865681062191433,8991856040706168427,405856706713448,2405:0203:0528:E9EB:0000:0000:0000:0010,,,,,
PL 79,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0503986,LNTLT0503986,865681061698818,8991856040706422839,405856706967848,2405:0203:0527:9C12:0000:0000:0000:0010,,,,,
